File Creation Time UTC,2021-08-21 17:01:06
SW Name,iID®DataCaptureSoftware
SW Version,v01.06
SW BuildDate,2019-11-28
SW StartTime,2021-08-09 16:44:02
Lib Version,v1.6.1
Company,Micro-Sensys GmbH
OS Version,v10.0.17763.865


Settings
,Scan mode,MPC
,,DataGetDelay_Seconds,15

Found Hardware
,Address,ReaderID,HW-Info,FW-Info,Num-Antennas
,0x01,25SQCMICSCB30E12
,0x10,200192,D0.22,98.26.01,2
,0x11,200061,D0.21,98.05.11,2


Timestamp UTC,HexAddress,ReaderID,UID,Collection,DataType,FirstTimeFound,LastTimeFound,NumFound,Direction,Ant1,Ant2
2021-08-21 17:50:16.080,10,200192,25SQCMICSBB6FEC005ADE,,DPC,2021-08-21 17:50:15.400,2021-08-21 17:50:16.000,3,Departing,x,x
2021-08-21 17:50:31.205,10,200192,25SQCMICSBB6FEC005ADE,,DPC,2021-08-21 17:50:16.300,2021-08-21 17:50:16.900,3,Unknown,x,
2021-08-21 18:07:19.377,10,200192,25SQCMICSBB4CA10057D0,,DPC,2021-08-21 18:07:19.300,2021-08-21 18:07:19.300,1,Unknown,x,
2021-08-21 18:07:34.517,10,200192,25SQCMICSBB4CA10057D0,,DPC,2021-08-21 18:07:19.600,2021-08-21 18:07:23.500,13,Arriving,x,x
2021-08-21 18:10:50.080,10,200192,25SQCMICSBBF6830057DD,,DPC,2021-08-21 18:10:41.900,2021-08-21 18:10:42.800,4,Unknown,,x
2021-08-21 18:36:55.283,10,200192,25SQCMICSBBF6830057DD,,DPC,2021-08-21 18:36:46.800,2021-08-21 18:36:47.400,3,Unknown,,x
2021-08-21 18:38:25.486,10,200192,25SQCMICSBB40440059E8,,DPC,2021-08-21 18:38:12.500,2021-08-21 18:38:17.600,5,Departing,x,x
2021-08-21 18:39:10.642,10,200192,25SQCMICSBBF6830057DD,,DPC,2021-08-21 18:39:00.400,2021-08-21 18:39:06.700,10,Departing,x,x
2021-08-21 18:41:11.017,10,200192,25SQCMICSBBE9A8005A34,,DPC,2021-08-21 18:40:56.300,2021-08-21 18:41:03.500,9,Departing,x,x
2021-08-21 18:41:26.064,10,200192,25SQCMICSBBE9A8005A34,,DPC,2021-08-21 18:41:20.000,2021-08-21 18:41:20.300,2,Unknown,,x
2021-08-21 18:41:56.127,10,200192,25SQCMICSBBE9A8005A34,,DPC,2021-08-21 18:41:43.500,2021-08-21 18:41:51.900,22,Departing,x,x
2021-08-21 18:42:11.267,10,200192,25SQCMICSBBE9A8005A34,,DPC,2021-08-21 18:41:56.400,2021-08-21 18:41:58.200,6,Arriving,x,x
2021-08-21 18:42:26.314,10,200192,25SQCMICSBBE9A8005A34,,DPC,2021-08-21 18:42:22.500,2021-08-21 18:42:25.200,7,Departing,x,x
2021-08-21 18:42:56.470,10,200192,25SQCMICSBBE9A8005A34,,DPC,2021-08-21 18:42:50.300,2021-08-21 18:42:52.700,9,Arriving,x,x
2021-08-21 18:43:41.642,10,200192,25SQCMICSBB738A005AA9,,DPC,2021-08-21 18:43:33.100,2021-08-21 18:43:33.700,2,Unknown,,x
2021-08-21 18:43:41.642,10,200192,25SQCMICSBB1F91005928,,DPC,2021-08-21 18:43:41.500,2021-08-21 18:43:41.500,1,Unknown,,x
2021-08-21 18:44:11.720,10,200192,25SQCMICSBB6FEC005ADE,,DPC,2021-08-21 18:44:11.100,2021-08-21 18:44:11.100,1,Unknown,x,
2021-08-21 18:44:26.845,10,200192,25SQCMICSBB6FEC005ADE,,DPC,2021-08-21 18:44:12.300,2021-08-21 18:44:12.300,1,Unknown,,x
2021-08-21 18:44:26.845,10,200192,25SQCMICSBBA6D7005935,,DPC,2021-08-21 18:44:17.400,2021-08-21 18:44:17.700,2,Unknown,,x
2021-08-21 18:45:12.017,10,200192,25SQCMICSBB1F91005928,,DPC,2021-08-21 18:45:00.800,2021-08-21 18:45:01.100,2,Unknown,,x
2021-08-21 18:46:27.252,10,200192,25SQCMICSBB96540057E8,,DPC,2021-08-21 18:46:16.700,2021-08-21 18:46:27.200,19,Departing,x,x
2021-08-21 18:46:42.377,10,200192,25SQCMICSBB96540057E8,,DPC,2021-08-21 18:46:27.500,2021-08-21 18:46:33.800,19,Unknown,x,
2021-08-21 18:48:57.783,10,200192,25SQCMICSBB96540057E8,,DPC,2021-08-21 18:48:47.500,2021-08-21 18:48:56.800,10,Unknown,,x
2021-08-21 18:49:12.908,10,200192,25SQCMICSBB96540057E8,,DPC,2021-08-21 18:48:58.700,2021-08-21 18:49:09.200,13,Departing,x,x
2021-08-21 18:49:27.939,10,200192,25SQCMICSBB96540057E8,,DPC,2021-08-21 18:49:14.600,2021-08-21 18:49:21.200,5,Arriving,x,x
2021-08-21 18:51:28.502,10,200192,25SQCMICSBBF6830057DD,,DPC,2021-08-21 18:51:24.100,2021-08-21 18:51:27.700,13,Departing,x,x
2021-08-21 18:51:43.549,10,200192,25SQCMICSBBF6830057DD,,DPC,2021-08-21 18:51:37.100,2021-08-21 18:51:43.100,11,Arriving,x,x
2021-08-21 18:55:59.361,10,200192,25SQCMICSBBDC2B00593C,,DPC,2021-08-21 18:55:49.900,2021-08-21 18:55:56.500,12,Arriving,x,x
2021-08-21 18:56:14.408,10,200192,25SQCMICSBBDC2B00593C,,DPC,2021-08-21 18:56:07.400,2021-08-21 18:56:10.700,5,Unknown,,x
2021-08-21 18:56:29.455,10,200192,25SQCMICSBBDC2B00593C,,DPC,2021-08-21 18:56:15.900,2021-08-21 18:56:16.200,2,Unknown,,x
2021-08-21 18:58:14.970,10,200192,25SQCMICSBB765A005A26,,DPC,2021-08-21 18:58:12.400,2021-08-21 18:58:15.100,5,Unknown,,x
2021-08-21 19:06:01.580,10,200192,25SQCMICSBB6FEC005ADE,,DPC,2021-08-21 19:05:50.600,2021-08-21 19:06:00.800,17,Departing,x,x
2021-08-21 19:08:16.939,10,200192,25SQCMICSBBF6830057DD,,DPC,2021-08-21 19:08:03.600,2021-08-21 19:08:03.600,1,Unknown,x,
2021-08-21 19:09:32.314,10,200192,25SQCMICSBBCBDE005A02,,DPC,2021-08-21 19:09:17.500,2021-08-21 19:09:19.000,2,Unknown,,x
2021-08-21 19:10:32.470,10,200192,25SQCMICSBBF741005A17,,DPC,2021-08-21 19:10:32.400,2021-08-21 19:10:32.400,1,Unknown,x,
2021-08-21 19:16:03.611,10,200192,25SQCMICSBB379F005A15,,DPC,2021-08-21 19:15:51.200,2021-08-21 19:16:02.900,28,Departing,x,x
2021-08-21 19:16:18.752,10,200192,25SQCMICSBB379F005A15,,DPC,2021-08-21 19:16:04.200,2021-08-21 19:16:04.500,2,Unknown,x,
