File Creation Time UTC,2021-07-29 13:39:58
SW Name,iID®DataCaptureSoftware
SW Version,v01.06
SW BuildDate,2019-11-28
SW StartTime,2021-07-29 13:36:17
Lib Version,v1.6.1
Company,Micro-Sensys GmbH
OS Version,v10.0.17763.865


Settings
,Scan mode,MPC
,,DataGetDelay_Seconds,15

Found Hardware
,Address,ReaderID,HW-Info,FW-Info,Num-Antennas
,0x01,25SQCMICSCB30E12
,0x10,200192,D0.22,98.26.01,2
,0x11,200061,D0.21,98.05.11,2


Timestamp UTC,HexAddress,ReaderID,UID,Collection,DataType,FirstTimeFound,LastTimeFound,NumFound,Direction,Ant1,Ant2
2021-07-29 13:39:46.609,10,200192,25SQCMICSBB30E80056C6,,DPC,2021-07-29 13:39:43.200,2021-07-29 13:39:43.500,2,Arriving,x,x
2021-07-29 13:45:32.609,10,200192,25SQCMICSBB77D9005708,,DPC,2021-07-29 13:45:26.800,2021-07-29 13:45:28.900,5,Unknown,x,
2021-07-29 13:47:17.968,10,200192,25SQCMICSBB627300591C,,DPC,2021-07-29 13:47:04.300,2021-07-29 13:47:12.700,17,Departing,x,x
2021-07-29 13:48:03.077,10,200192,25SQCMICSBB627300591C,,DPC,2021-07-29 13:47:55.200,2021-07-29 13:47:59.100,14,Arriving,x,x
2021-07-29 13:48:03.077,10,200192,25SQCMICSBB4C30005A68,,DPC,2021-07-29 13:47:55.800,2021-07-29 13:47:56.700,4,Departing,x,x
2021-07-29 13:48:18.202,10,200192,25SQCMICSBB627300591C,,DPC,2021-07-29 13:48:04.800,2021-07-29 13:48:18.000,27,Arriving,x,x
2021-07-29 13:49:18.390,10,200192,25SQCMICSBB627300591C,,DPC,2021-07-29 13:49:13.700,2021-07-29 13:49:18.500,10,Departing,x,x
2021-07-29 13:49:33.437,10,200192,25SQCMICSBB627300591C,,DPC,2021-07-29 13:49:18.600,2021-07-29 13:49:33.000,7,Unknown,x,
2021-07-29 13:50:03.609,10,200192,25SQCMICSBB627300591C,,DPC,2021-07-29 13:49:48.800,2021-07-29 13:49:52.400,5,Unknown,x,
2021-07-29 13:50:33.671,10,200192,25SQCMICSBB72F500557E,,DPC,2021-07-29 13:50:22.500,2021-07-29 13:50:22.800,2,Departing,x,x
2021-07-29 13:51:03.796,10,200192,25SQCMICSBB1964005973,,DPC,2021-07-29 13:50:59.200,2021-07-29 13:51:00.100,4,Unknown,x,
2021-07-29 13:56:19.827,10,200192,25SQCMICSBB627300591C,,DPC,2021-07-29 13:56:09.600,2021-07-29 13:56:10.500,3,Unknown,x,
2021-07-29 14:06:06.718,10,200192,25SQCMICSBB627300591C,,DPC,2021-07-29 14:05:59.500,2021-07-29 14:05:59.500,1,Unknown,,x
2021-07-29 14:08:22.327,10,200192,25SQCMICSBB627300591C,,DPC,2021-07-29 14:08:18.300,2021-07-29 14:08:22.500,14,Arriving,x,x
2021-07-29 14:08:37.374,10,200192,25SQCMICSBB627300591C,,DPC,2021-07-29 14:08:22.500,2021-07-29 14:08:23.700,3,Unknown,,x
2021-07-29 14:09:22.546,10,200192,25SQCMICSBB627300591C,,DPC,2021-07-29 14:09:13.100,2021-07-29 14:09:22.700,5,Unknown,x,
2021-07-29 14:09:37.577,10,200192,25SQCMICSBB627300591C,,DPC,2021-07-29 14:09:22.700,2021-07-29 14:09:34.700,10,Unknown,x,
2021-07-29 14:09:52.624,10,200192,25SQCMICSBB627300591C,,DPC,2021-07-29 14:09:45.000,2021-07-29 14:09:47.400,6,Unknown,x,
2021-07-29 14:10:52.812,10,200192,25SQCMICSBBB0C9005A6B,,DPC,2021-07-29 14:10:44.900,2021-07-29 14:10:47.000,5,Departing,x,x
2021-07-29 14:11:38.015,10,200192,25SQCMICSBBB0C9005A6B,,DPC,2021-07-29 14:11:24.400,2021-07-29 14:11:35.200,7,Arriving,x,x
2021-07-29 14:13:23.437,10,200192,25SQCMICSBBCD6A005ABD,,DPC,2021-07-29 14:13:19.400,2021-07-29 14:13:19.700,2,Departing,x,x
2021-07-29 14:14:53.859,10,200192,25SQCMICSBB31D2005A5C,,DPC,2021-07-29 14:14:41.100,2021-07-29 14:14:41.400,2,Departing,x,x
2021-07-29 14:16:09.077,10,200192,25SQCMICSBB4C30005A68,,DPC,2021-07-29 14:16:03.300,2021-07-29 14:16:07.500,11,Departing,x,x
2021-07-29 14:16:24.124,10,200192,25SQCMICSBB4C30005A68,,DPC,2021-07-29 14:16:10.200,2021-07-29 14:16:20.100,6,Unknown,x,
2021-07-29 14:16:24.124,10,200192,25SQCMICSBBCD6A005ABD,,DPC,2021-07-29 14:16:10.800,2021-07-29 14:16:13.500,10,Arriving,x,x
2021-07-29 14:16:39.171,10,200192,25SQCMICSBB4C30005A68,,DPC,2021-07-29 14:16:24.400,2021-07-29 14:16:29.500,14,Arriving,x,x
2021-07-29 14:27:56.406,10,200192,25SQCMICSBBAA5A005A65,,DPC,2021-07-29 14:27:43.200,2021-07-29 14:27:45.600,7,Unknown,x,
2021-07-29 14:29:41.812,10,200192,25SQCMICSBB627300591C,,DPC,2021-07-29 14:29:41.700,2021-07-29 14:29:41.700,1,Unknown,x,
2021-07-29 14:29:56.859,10,200192,25SQCMICSBB627300591C,,DPC,2021-07-29 14:29:42.100,2021-07-29 14:29:43.900,3,Arriving,x,x
2021-07-29 14:34:27.827,10,200192,25SQCMICSBB6B96005AF1,,DPC,2021-07-29 14:34:16.600,2021-07-29 14:34:17.200,3,Unknown,x,
2021-07-29 14:38:13.468,10,200192,25SQCMICSBBECE9005723,,DPC,2021-07-29 14:37:59.300,2021-07-29 14:37:59.300,1,Unknown,x,
2021-07-29 14:40:14.390,11,200061,25SQCMICSBB9994005924,,DPC,2021-07-29 14:40:12.700,2021-07-29 14:40:13.900,5,Unknown,,x
2021-07-29 14:41:29.671,11,200061,25SQCMICSBB9994005924,,DPC,2021-07-29 14:41:16.100,2021-07-29 14:41:16.100,1,Unknown,,x
2021-07-29 14:42:59.937,11,200061,25SQCMICSBB9994005924,,DPC,2021-07-29 14:42:47.600,2021-07-29 14:42:47.600,1,Unknown,,x
2021-07-29 14:43:15.156,11,200061,25SQCMICSBB9994005924,,DPC,2021-07-29 14:43:06.500,2021-07-29 14:43:15.200,15,Unknown,x,
2021-07-29 14:43:30.140,11,200061,25SQCMICSBB9994005924,,DPC,2021-07-29 14:43:15.300,2021-07-29 14:43:22.200,24,Unknown,x,
2021-07-29 14:44:15.171,11,200061,25SQCMICSBB9994005924,,DPC,2021-07-29 14:44:14.200,2021-07-29 14:44:15.100,4,Unknown,x,
2021-07-29 14:44:29.718,10,200192,25SQCMICSBB6B96005AF1,,DPC,2021-07-29 14:44:24.200,2021-07-29 14:44:26.300,5,Arriving,x,x
2021-07-29 14:44:30.265,11,200061,25SQCMICSBB9994005924,,DPC,2021-07-29 14:44:15.400,2021-07-29 14:44:28.900,40,Unknown,x,
2021-07-29 14:44:45.312,11,200061,25SQCMICSBB9994005924,,DPC,2021-07-29 14:44:34.700,2021-07-29 14:44:34.700,1,Unknown,x,
2021-07-29 14:44:59.796,10,200192,25SQCMICSBB6B96005AF1,,DPC,2021-07-29 14:44:48.300,2021-07-29 14:44:48.300,1,Unknown,x,
2021-07-29 14:45:59.999,10,200192,25SQCMICSBB9994005924,,DPC,2021-07-29 14:45:45.200,2021-07-29 14:45:45.200,1,Unknown,,x
2021-07-29 14:48:15.406,10,200192,25SQCMICSBB2C1E005AAD,,DPC,2021-07-29 14:48:11.500,2021-07-29 14:48:13.900,7,Departing,x,x
2021-07-29 14:50:00.812,10,200192,25SQCMICSBB4C30005A68,,DPC,2021-07-29 14:49:47.700,2021-07-29 14:49:48.000,2,Unknown,x,
2021-07-29 14:50:30.890,10,200192,25SQCMICSBB4C30005A68,,DPC,2021-07-29 14:50:21.800,2021-07-29 14:50:23.300,6,Unknown,x,
2021-07-29 14:50:46.046,10,200192,25SQCMICSBB4C30005A68,,DPC,2021-07-29 14:50:32.100,2021-07-29 14:50:41.100,9,Unknown,x,
2021-07-29 14:51:01.093,10,200192,25SQCMICSBB4C30005A68,,DPC,2021-07-29 14:50:48.900,2021-07-29 14:51:00.600,10,Arriving,x,x
2021-07-29 14:51:16.140,10,200192,25SQCMICSBB4C30005A68,,DPC,2021-07-29 14:51:02.000,2021-07-29 14:51:10.400,7,Unknown,x,
2021-07-29 14:51:31.296,10,200192,25SQCMICSBB4C30005A68,,DPC,2021-07-29 14:51:21.500,2021-07-29 14:51:31.400,14,Departing,x,x
2021-07-29 14:53:16.562,10,200192,25SQCMICSBB68B3005A05,,DPC,2021-07-29 14:53:09.900,2021-07-29 14:53:16.500,18,Arriving,x,x
2021-07-29 14:53:31.593,10,200192,25SQCMICSBB68B3005A05,,DPC,2021-07-29 14:53:16.800,2021-07-29 14:53:17.700,4,Unknown,,x
2021-07-29 14:59:32.765,10,200192,25SQCMICSBBB0C9005A6B,,DPC,2021-07-29 14:59:19.700,2021-07-29 14:59:21.200,5,Unknown,,x
2021-07-29 15:02:48.437,10,200192,25SQCMICSBBAD05005ABE,,DPC,2021-07-29 15:02:36.900,2021-07-29 15:02:37.500,2,Unknown,x,
2021-07-29 15:03:18.499,10,200192,25SQCMICSBBAD05005ABE,,DPC,2021-07-29 15:03:18.100,2021-07-29 15:03:18.400,2,Unknown,x,
2021-07-29 15:03:33.640,10,200192,25SQCMICSBBAD05005ABE,,DPC,2021-07-29 15:03:18.800,2021-07-29 15:03:21.800,8,Arriving,x,x
2021-07-29 15:05:03.859,10,200192,25SQCMICSBBD36E005A87,,DPC,2021-07-29 15:04:52.900,2021-07-29 15:04:58.900,20,Arriving,x,x
2021-07-29 15:11:20.093,10,200192,25SQCMICSBBECE9005723,,DPC,2021-07-29 15:11:12.400,2021-07-29 15:11:13.600,2,Arriving,x,x
2021-07-29 15:16:05.906,10,200192,25SQCMICSBB30E80056C6,,DPC,2021-07-29 15:16:01.800,2021-07-29 15:16:06.000,15,Arriving,x,x
2021-07-29 15:16:20.937,10,200192,25SQCMICSBB30E80056C6,,DPC,2021-07-29 15:16:06.100,2021-07-29 15:16:11.500,19,Unknown,,x
2021-07-29 15:23:22.359,10,200192,25SQCMICSBB30E80056C6,,DPC,2021-07-29 15:23:20.100,2021-07-29 15:23:20.400,2,Unknown,x,
2021-07-29 15:28:38.406,10,200192,25SQCMICSBBAA5A005A65,,DPC,2021-07-29 15:28:24.400,2021-07-29 15:28:31.000,18,Arriving,x,x
2021-07-29 15:36:39.874,10,200192,25SQCMICSBB1964005973,,DPC,2021-07-29 15:36:36.800,2021-07-29 15:36:39.200,7,Arriving,x,x
2021-07-29 15:50:12.562,10,200192,25SQCMICSBB31D2005A5C,,DPC,2021-07-29 15:49:58.400,2021-07-29 15:50:06.800,15,Arriving,x,x
2021-07-29 15:50:27.656,10,200192,25SQCMICSBB31D2005A5C,,DPC,2021-07-29 15:50:16.100,2021-07-29 15:50:18.200,2,Unknown,,x
2021-07-29 15:52:58.140,10,200192,25SQCMICSBB31D2005A5C,,DPC,2021-07-29 15:52:51.200,2021-07-29 15:52:51.200,1,Unknown,x,
2021-07-29 15:54:43.437,10,200192,25SQCMICSBB72F500557E,,DPC,2021-07-29 15:54:33.100,2021-07-29 15:54:35.800,9,Arriving,x,x
2021-07-29 16:01:59.749,10,200192,25SQCMICSBBAD2D0056D6,,DPC,2021-07-29 16:01:45.300,2021-07-29 16:01:46.800,6,Arriving,x,x
2021-07-29 16:11:01.468,10,200192,25SQCMICSBB8B2000570B,,DPC,2021-07-29 16:10:53.500,2021-07-29 16:10:58.300,15,Departing,x,x
2021-07-29 16:18:32.749,10,200192,25SQCMICSBBADFC005A4E,,DPC,2021-07-29 16:18:30.600,2021-07-29 16:18:32.400,3,Unknown,,x
2021-07-29 16:23:48.812,10,200192,25SQCMICSBB77D9005708,,DPC,2021-07-29 16:23:34.000,2021-07-29 16:23:41.800,16,Arriving,x,x
2021-07-29 17:03:26.296,10,200192,25SQCMICSBBADFC005A4E,,DPC,2021-07-29 17:03:16.000,2021-07-29 17:03:16.000,1,Unknown,,x
2021-07-29 17:16:28.577,10,200192,25SQCMICSBB31D2005A5C,,DPC,2021-07-29 17:16:16.800,2021-07-29 17:16:18.900,6,Unknown,x,
2021-07-29 17:17:43.921,10,200192,25SQCMICSBBAD05005ABE,,DPC,2021-07-29 17:17:33.900,2021-07-29 17:17:36.600,10,Arriving,x,x
2021-07-29 17:20:14.937,11,200061,25SQCMICSBB4E42005B03,,DPC,2021-07-29 17:20:03.800,2021-07-29 17:20:05.000,5,Arriving,x,x
2021-07-29 17:28:00.859,10,200192,25SQCMICSBB6B96005AF1,,DPC,2021-07-29 17:27:50.900,2021-07-29 17:27:54.200,9,Departing,x,x
2021-07-29 17:36:02.468,10,200192,25SQCMICSBB6B96005AF1,,DPC,2021-07-29 17:36:00.200,2021-07-29 17:36:00.500,2,Unknown,,x
2021-07-29 17:46:04.452,10,200192,25SQCMICSBB2C1E005AAD,,DPC,2021-07-29 17:46:02.900,2021-07-29 17:46:02.900,1,Unknown,x,
2021-07-29 17:54:21.062,10,200192,25SQCMICSBB8C42005A97,,DPC,2021-07-29 17:54:11.000,2021-07-29 17:54:11.900,4,Arriving,x,x
2021-07-29 18:00:22.734,11,200061,25SQCMICSBB30E80056C6,,DPC,2021-07-29 18:00:21.500,2021-07-29 18:00:22.700,5,Arriving,x,x
2021-07-29 18:00:37.906,11,200061,25SQCMICSBB30E80056C6,,DPC,2021-07-29 18:00:23.000,2021-07-29 18:00:23.000,1,Unknown,,x
2021-07-29 18:12:09.609,10,200192,25SQCMICSBB129A00557D,,DPC,2021-07-29 18:12:00.500,2021-07-29 18:12:09.800,7,Unknown,x,
