UID,TAG,hive,,,,1921,,,,,,,,,
25SQCMICSBB8732003851,3_31_tag1,right,,,,"1,921",tags ,,,,,,,,
25SQCMICSBBDCDC003878,3_31_tag2,right,,,,,,,,,,,,,
25SQCMICSBBBCB3003879,3_31_tag3,right,,,,,,,,,,,,,
25SQCMICSBBC53F00388F,3_31_tag4,right,,,,,,,,,,,,,
25SQCMICSBB404A00387C,3_31_tag5,right,,,,,,,,,,,,,
25SQCMICSBBE32700387D,3_31_tag6,right,,,,,,,,,,,,,
25SQCMICSBB9E7D00385B,3_31_tag7,right,,,,,,,,,,,,,
25SQCMICSBB809400387A,3_31_tag8,right,,,,,,,,,,,,,
25SQCMICSBB202500387B,3_31_tag9,right,,,,,,,,,,,,,
25SQCMICSBB5F4800383F,3_31_tag10,right,,,,,,,,,,,,,
25SQCMICSBBC28D00384F,3_31_tag11,right,,,,,,,,,,,,,
25SQCMICSBBD81E003841,3_31_tag12,right,,,,,,,,,,,,,
25SQCMICSBB4430003857,3_31_tag13,right,,,,,,,,,,,,,
25SQCMICSBB84EE003855,3_31_tag14,right,,,,,,,,,,,,,
25SQCMICSBB47EC003853,3_31_tag15,right,,,,,,,,,,,,,
25SQCMICSBB623C00384E,3_31_tag16,right,,,,,,,,,,,,,
25SQCMICSBB3AB6003875,3_31_tag17,right,,,,,,,,,,,,,
25SQCMICSBBE481003854,3_31_tag18,right,,,,,,,,,,,,,
25SQCMICSBB7F0900386B,3_31_tag19,right,,,,,,,,,,,,,
25SQCMICSBB0629003860,3_31_tag20,right,,,,,,,,,,,,,
25SQCMICSBB245F003856,4_01_tag1,left,,,,,,,,,,,,,
25SQCMICSBB02EB003859,4_01_tag2,left,,,,,,,,,,,,,
25SQCMICSBBA544003867,4_01_tag3,left,,,,,,,,,,,,,
25SQCMICSBB9DA100385F,4_01_tag4,left,,,,,,,,,,,,,
25SQCMICSBB9DA100385F,4_01_tag5,left,,,,,,,,,,,,,
25SQCMICSBBE0EF003890,4_01_tag6,left,,,,,,,,,,,,,
25SQCMICSBB8080003891,4_01_tag7,left,,,,,,,,,,,,,
25SQCMICSBB18C0003843,4_01_tag8,left,,,,,,,,,,,,,
25SQCMICSBB5AD9003874,4_01_tag9,left,,,,,,,,,,,,,
25SQCMICSBB7F1D003882,4_01_tag10,left,,,,,,,,,,,,,
25SQCMICSBB665200388A,4_01_tag11,left,,,,,,,,,,,,,
CB54D10CD2434C20B9071CF0C33E391A,4_01_tag12,left,,,,CB54D10CD2434C20B9071CF0C33E391A,4_01_tag12,,,,,,,,
CB54D10CD2434C20B3041CB0C33E3916,4_01_tag13,left,,,,25SQCMICSBB9A1300389F,,,,,,,,,
CB54D10CD2434C20820F11B0C33E38D2,4_01_tag14,left,,,,CB54D10CD2434C20B3041CB0C33E3916,4_01_tag13,,,,,,,,
CB54D10CD2434C20840F7C30C33E38D6,4_01_tag15,left,,,,25SQCMICSBB3AA200389E,,,,,,,,,
CB54D10CD2434C20B2DF8CF0C33E35CA,4_01_tag16,left,,,,CB54D10CD2434C20820F11B0C33E38D2,4_01_tag14,,,,,,,,
CB54D10CD2434C20B91B9DB0C33E3312,4_01_tag17,left,,,,25SQCMICSBBBC1F003884,,,,,,,,,
CB54D10CD2434C20B6D79070C33E36D6,4_01_tag18,left,,,,CB54D10CD2434C20840F7C30C33E38D6,4_01_tag15,,,,,,,,
CB54D10CD2434C20B5043130C33E3912,4_01_tag19,left,,,,25SQCMICSBBDC70003885,,,,,,,,,
CB54D10CD2434C2086076E30C33E37DE,4_01_tag20,left,,,,CB54D10CD2434C20B2DF8CF0C33E35CA,4_01_tag16,,,,,,,,
CB54D10CD2434C2084182E30C33E3606,4_01_tag21,left,,,,25SQCMICSBB2783003852,,,,,,,,,
CB54D10CD2434C2085CF91B0C33E36E6,4_01_tag22,left,,,,CB54D10CD2434C20B91B9DB0C33E3312,4_01_tag17,,,,,,,,
CB54D10CD2434C20B10C1170C33E38DE,4_01_tag23,left,,,,25SQCMICSBB9F9600383D,,,,,,,,,
CB54D10CD2434C20B3071070C33E38E2,4_01_tag24,left,,,,CB54D10CD2434C20B6D79070C33E36D6,4_01_tag18,,,,,,,,
CB54D10CD2434C20B11B6DB0C33E360E,4_01_tag25,left,,,,25SQCMICSBB659A003865,,,,,,,,,
CB54D10CD2434C2085DF5130C33E35C2,4_01_tag26,left,,,,CB54D10CD2434C20B5043130C33E3912,4_01_tag19,,,,,,,,
CB54D10CD2434C2086E41C30C33E390E,4_01_tag27,left,,,,25SQCMICSBB5ACD00389D,,,,,,,,,
CB54D10CD2434C2086186E70C33E3316,4_01_tag28,left,,,,CB54D10CD2434C2086076E30C33E37DE,4_01_tag20,,,,,,,,
